Cruise,Strata,Tow,Station,SHG,Year,Mon,Day,Time,Depth,Bot_Temp,CatchWt,CatchNum,Latitude,Longitude,Min_Dist,Zenith,PAR,ID
200902,01030,002,0155,111,2009,03,22,1723,146,12.90,0.00000,0.00000,39.524100,-72.226432,145616.65,83.106637,26.988567,"20090201030002"
200902,01030,003,0153,111,2009,03,22,1313,140,12.30,0.00000,0.00000,39.390385,-72.351082,155722.90,42.300015,343.328945,"20090201030003"
200902,01030,004,0154,111,2009,03,22,1453,118,12.90,0.00000,0.00000,39.473133,-72.438613,145572.39,55.652227,250.668752,"20090201030004"
200902,01030,005,0136,111,2009,03,20,2247,143,12.10,0.00000,0.00000,39.225835,-72.580617,143601.42,137.334790,0.000000,"20090201030005"
200902,01040,001,0152,111,2009,03,22,1122,212,12.10,0.00000,0.00000,39.300750,-72.334840,160093.29,39.215195,361.952855,"20090201040001"
200902,01040,002,0135,111,2009,03,20,2048,236,0,0.00000,0.00000,39.143500,-72.619393,144783.53,121.473848,0.000000,"20090201040002"
200902,01040,003,0156,111,2009,03,22,2032,260,0,0.00000,0.00000,39.699488,-71.947152,134637.30,118.480804,0.000000,"20090201040003"
200902,01050,001,0174,111,2009,03,24,2250,38,4,0.00000,0.00000,41.094600,-70.882082,24877.77,134.977247,0.000000,"20090201050001"
200902,01050,002,0168,123,2009,03,24,1108,40,4.50,0.00000,0.00000,41.051528,-71.416327,37404.76,40.625033,353.583888,"20090201050002"
200902,01050,003,0170,136,2009,03,24,1458,37,4.20,0.00000,0.00000,41.258275,-71.312228,19776.61,57.626952,235.529497,"20090201050003"
200902,01050,004,0102,111,2009,03,17,2017,43,4.60,0.00000,0.00000,40.771888,-72.089273,20809.87,116.530362,0.000000,"20090201050004"
200902,01050,005,0169,111,2009,03,24,1255,43,4.30,0.00000,0.00000,41.146792,-71.331975,29592.19,41.990667,345.248024,"20090201050005"
200902,01060,001,0165,111,2009,03,23,1753,91,5.20,0.00000,0.00000,40.342567,-71.141853,100859.90,89.506455,0.000030,"20090201060001"
200902,01060,002,0175,111,2009,03,25,0420,62,5,0.00000,0.00000,40.680610,-71.729372,42437.80,106.067825,0.000000,"20090201060002"
200902,01060,003,0184,136,2009,03,26,0424,63,3.70,0.00000,0.00000,40.730803,-70.893788,64771.43,104.394444,0.000000,"20090201060003"
200902,01060,004,0178,111,2009,03,25,1052,75,4.80,0.00000,0.00000,40.422277,-71.720323,69166.02,40.771794,352.698785,"20090201060004"
200902,01060,005,0163,111,2009,03,23,1428,106,10.60,0.00000,0.00000,40.313927,-70.852872,110662.73,52.938684,270.928777,"20090201060005"
200902,01060,006,0179,111,2009,03,25,1333,63,5.70,0.00000,0.00000,40.428927,-72.060380,55930.22,44.397664,330.022305,"20090201060006"
200902,01060,007,0177,111,2009,03,25,0826,75,4.50,0.00000,0.00000,40.516507,-71.562525,64855.34,60.312751,214.450590,"20090201060007"
200902,01060,008,0183,111,2009,03,26,0248,58,3.60,0.00000,0.00000,40.774823,-71.034982,62621.60,120.865165,0.000000,"20090201060008"
200902,01060,009,0185,111,2009,03,26,0614,66,4.30,0.00000,0.00000,40.610182,-70.719643,77955.80,83.626925,23.270288,"20090201060009"
200902,01060,010,0176,111,2009,03,25,0609,72,4.70,0.00000,0.00000,40.598308,-71.691947,52105.46,85.626780,10.453581,"20090201060010"
200902,01070,001,0164,111,2009,03,23,1558,118,11.70,0.00000,0.00000,40.269352,-70.936575,116102.39,68.060967,151.076006,"20090201070001"
200902,01070,002,0161,111,2009,03,23,0931,136,13.10,0.00000,0.00000,40.170402,-71.028598,121808.08,50.176764,290.851593,"20090201070002"
200902,01070,003,0160,111,2009,03,23,0728,123,12.50,0.00000,0.00000,40.186070,-71.164517,113661.46,70.932507,126.916381,"20090201070003"
200902,01070,004,0162,111,2009,03,23,1212,132,12.90,0.00000,0.00000,40.093222,-70.712500,135271.86,39.160036,362.275321,"20090201070004"
200902,01080,001,0158,111,2009,03,23,0237,193,12.50,0.00000,0.00000,40.010893,-71.288757,125551.61,124.235217,0.000000,"20090201080001"
200902,01080,002,0159,123,2009,03,23,0514,258,9.50,0.00000,0.00000,40.009838,-71.181268,129742.45,96.368872,0.000000,"20090201080002"
200902,01080,003,0157,111,2009,03,22,2349,266,12.30,0.00000,0.00000,39.884335,-71.613275,127089.38,139.033876,0.000000,"20090201080003"
200902,01090,001,0191,111,2009,03,26,1924,40,4,0.00000,0.00000,40.865303,-70.219835,42780.80,106.436822,0.000000,"20090201090001"
200902,01090,002,0187,122,2009,03,26,1042,49,3.50,0.00000,0.00000,40.964565,-70.679917,39593.77,41.332094,349.295813,"20090201090002"
200902,01090,003,0270,111,2009,04,09,1914,51,5.20,0.00000,0.00000,40.654922,-70.000113,65144.01,101.867985,0.000000,"20090201090003"
200902,01090,004,0269,111,2009,04,09,1747,42,5.20,0.00000,0.00000,40.726753,-69.908035,57687.95,85.978319,8.542175,"20090201090004"
200902,01090,005,0268,111,2009,04,09,1559,53,5.40,0.00000,0.00000,40.643102,-69.660702,72335.72,65.793791,169.946608,"20090201090005"
200902,01090,006,0421,111,2009,05,08,0547,53,6.20,0.00000,0.00000,40.744550,-70.476340,62111.70,77.286155,73.294981,"20090201090006"
200902,01090,007,0416,111,2009,05,07,2113,42,6.60,0.00000,0.00000,40.691728,-69.383733,80092.99,113.588046,0.000000,"20090201090007"
200902,01100,001,0198,111,2009,04,01,1443,100,10.50,0.00000,0.00000,40.099278,-69.656318,130128.71,53.729542,265.091801,"20090201100001"
200902,01100,002,0192,111,2009,03,31,2150,81,4.80,0.00000,0.00000,40.395357,-70.416797,97345.80,127.820658,0.000000,"20090201100002"
200902,01100,004,0207,111,2009,04,02,1202,67,4.90,0.00000,0.00000,40.610925,-69.041128,106843.52,35.797550,381.209345,"20090201100004"
200902,01100,005,0186,111,2009,03,26,0802,61,4.20,0.00000,0.00000,40.695145,-70.664490,69164.30,63.604818,187.932877,"20090201100005"
200902,01100,006,0193,134,2009,03,31,2346,100,7.10,0.00000,0.00000,40.273205,-70.423612,110729.71,135.140072,0.000000,"20090201100006"
200902,01100,007,0196,111,2009,04,01,1024,91,4.70,0.00000,0.00000,40.232537,-69.892372,112415.10,39.714161,359.018774,"20090201100007"
200902,01100,008,0271,111,2009,04,09,2047,60,5.10,0.00000,0.00000,40.576025,-70.014908,73916.09,117.050807,0.000000,"20090201100008"
200902,01100,009,0202,111,2009,04,02,0141,86,8.50,0.00000,0.00000,40.276257,-69.312005,121919.28,126.980229,0.000000,"20090201100009"
200902,01100,010,0197,111,2009,04,01,1310,92,8.20,0.00000,0.00000,40.153148,-69.679132,123866.28,40.473009,354.497983,"20090201100010"
200902,01100,011,0206,122,2009,04,02,0952,79,0,0.00000,0.00000,40.469768,-69.050810,117227.80,42.805042,340.171802,"20090201100011"
200902,01100,012,0415,111,2009,05,07,1903,69,6.60,0.00000,0.00000,40.653508,-69.164880,95915.56,94.924565,0.000000,"20090201100012"
200902,01100,013,0414,111,2009,05,07,1540,76,6.60,0.00000,0.00000,40.940128,-69.056005,84914.01,57.788635,234.276025,"20090201100013"
200902,01110,002,0200,211,2009,04,01,1914,163,0,0.00000,0.00000,39.933902,-69.704047,147351.33,104.019480,0.000000,"20090201110002"
200902,01110,003,0204,111,2009,04,02,0623,136,12.40,0.00000,0.00000,40.176545,-68.969090,146870.72,78.402478,64.026014,"20090201110003"
200902,01110,004,0201,111,2009,04,01,2225,124,0,0.00000,0.00000,39.960022,-69.433010,150177.87,131.777132,0.000000,"20090201110004"
200902,01110,005,0203,111,2009,04,02,0354,120,12.10,0.00000,0.00000,40.104747,-69.195570,143388.77,106.521435,0.000000,"20090201110005"
200902,01120,001,0194,111,2009,04,01,0309,216,11.90,0.00000,0.00000,40.023838,-70.355537,136781.34,115.404873,0.000000,"20090201120001"
200902,01120,002,0195,111,2009,04,01,0656,280,12.10,0.00000,0.00000,39.940300,-70.057275,144492.85,73.223092,107.534046,"20090201120002"
200902,01130,002,0276,111,2009,04,15,1556,75,5.40,0.00000,0.00000,40.718573,-67.847423,188501.48,65.464120,172.671345,"20090201130002"
200902,01130,004,0214,111,2009,04,03,0411,65,4.90,0.00000,0.00000,40.691530,-68.709737,123955.49,102.611140,0.000000,"20090201130004"
200902,01130,005,0277,111,2009,04,15,1815,87,4.80,0.00000,0.00000,40.685063,-67.597632,209642.20,91.756896,0.000000,"20090201130005"
200902,01130,008,0283,122,2009,04,17,0417,90,5.30,0.00000,0.00000,40.853158,-67.216955,235536.59,96.189381,0.000000,"20090201130008"
200902,01130,009,0275,136,2009,04,15,1302,107,12.50,0.00000,0.00000,40.523320,-68.164095,173194.62,36.368052,378.098551,"20090201130009"
200902,01130,012,0216,211,2009,04,03,0836,93,0,0.00000,0.00000,40.349887,-68.819792,140401.87,53.658383,265.619327,"20090201130012"
200902,01140,002,0278,111,2009,04,15,2123,143,13.40,0.00000,0.00000,40.431088,-67.574842,222227.10,121.525175,0.000000,"20090201140002"
200902,01140,003,0281,111,2009,04,17,0044,115,10.50,0.00000,0.00000,40.600347,-67.219797,242923.26,125.968756,0.000000,"20090201140003"
200902,01140,004,0272,111,2009,04,15,0316,122,12.80,0.00000,0.00000,40.224888,-68.696675,157649.83,108.522222,0.000000,"20090201140004"
200902,01150,001,0280,136,2009,04,16,2223,333,6.70,0.00000,0.00000,40.499202,-67.144910,252720.50,126.821601,0.000000,"20090201150001"
200902,01150,002,0279,111,2009,04,16,1835,250,0,0.00000,0.00000,40.450735,-67.334532,239857.97,95.452695,0.000000,"20090201150002"
200902,01150,004,0285,111,2009,04,17,1000,230,8.60,0.00000,0.00000,40.726697,-66.808452,272319.09,35.628067,382.125353,"20090201150004"
200902,01160,001,0293,111,2009,04,18,0440,68,5.30,0.00000,0.00000,41.282373,-66.982058,249671.62,91.480428,0.000000,"20090201160001"
200902,01160,002,0287,111,2009,04,17,1352,88,5.20,0.00000,0.00000,40.978940,-66.683732,277300.92,44.055130,332.229725,"20090201160002"
200902,01160,003,0308,111,2009,04,19,1935,86,5.30,0.00000,0.00000,42.068917,-66.264470,164130.59,105.062581,0.000000,"20090201160003"
200902,01160,004,0302,111,2009,04,19,0052,110,5.30,0.00000,0.00000,41.311392,-66.284770,246540.02,123.701236,0.000000,"20090201160004"
200902,01160,005,0292,111,2009,04,18,0244,65,5.30,0.00000,0.00000,41.070180,-67.129640,238818.79,111.159319,0.000000,"20090201160005"
200902,01160,006,0291,111,2009,04,18,0021,77,4.90,0.00000,0.00000,41.053960,-66.736487,271860.29,126.557718,0.000000,"20090201160006"
200902,01160,007,0294,111,2009,04,18,0608,70,5.10,0.00000,0.00000,41.346630,-66.891277,256532.38,75.098779,91.669717,"20090201160007"
200902,01160,008,0306,111,2009,04,19,1446,98,5.10,0.00000,0.00000,41.805980,-66.013998,188609.84,53.519583,266.646972,"20090201160008"
200902,01160,009,0298,111,2009,04,18,1553,66,5.30,0.00000,0.00000,41.568500,-66.918590,235132.71,65.153492,175.233760,"20090201160009"
200902,01160,010,0300,111,2009,04,18,1940,71,5.30,0.00000,0.00000,41.658688,-66.575117,215289.69,106.101439,0.000000,"20090201160010"
200902,01160,011,0290,111,2009,04,17,2157,92,0,0.00000,0.00000,41.259683,-66.487943,255791.38,124.062923,0.000000,"20090201160011"
200902,01160,012,0301,111,2009,04,18,2124,75,5.40,0.00000,0.00000,41.801738,-66.506150,198400.44,120.143546,0.000000,"20090201160012"
200902,01160,013,0299,111,2009,04,18,1735,71,0,0.00000,0.00000,41.533910,-66.772328,233942.37,84.258035,18.938292,"20090201160013"
200902,01160,014,0307,111,2009,04,19,1658,84,5.20,0.00000,0.00000,41.860420,-66.255965,186382.79,77.567211,70.952305,"20090201160014"
200902,01170,001,0289,111,2009,04,17,1918,110,9.60,0.00000,0.00000,41.092402,-66.456490,273265.73,103.093182,0.000000,"20090201170001"
200902,01170,002,0286,111,2009,04,17,1202,129,8.80,0.00000,0.00000,40.819395,-66.751957,274670.81,31.124643,405.067836,"20090201170002"
200902,01170,003,0304,111,2009,04,19,0757,122,5.90,0.00000,0.00000,41.760697,-65.876070,191294.28,54.039423,262.789248,"20090201170003"
200902,01180,001,0288,111,2009,04,17,1657,210,7.80,0.00000,0.00000,41.038827,-66.436837,278728.45,77.669577,70.100441,"20090201180001"
200902,01180,002,0303,136,2009,04,19,0423,282,7.90,0.00000,0.00000,41.366848,-66.034878,236692.70,93.552596,0.000000,"20090201180002"
200902,01180,003,0305,111,2009,04,19,1154,232,7.10,0.00000,0.00000,41.928418,-65.725677,171097.83,31.333069,404.066553,"20090201180003"
200902,01190,001,0212,111,2009,04,02,2236,53,4.90,0.00000,0.00000,40.897622,-68.374835,139942.94,131.710442,0.000000,"20090201190001"
200902,01190,002,0297,111,2009,04,18,1251,53,5.90,0.00000,0.00000,41.720987,-67.295102,219358.78,35.595816,382.299238,"20090201190002"
200902,01190,003,0211,123,2009,04,02,1953,56,4.90,0.00000,0.00000,41.012477,-68.623315,116238.01,110.935093,0.000000,"20090201190003"
200902,01190,004,0296,111,2009,04,18,1120,54,5.90,0.00000,0.00000,41.695370,-67.289173,219934.13,30.715315,407.016823,"20090201190004"
200902,01190,005,0238,123,2009,04,06,0210,39,5.20,0.00000,0.00000,41.428932,-67.507328,204209.55,120.026534,0.000000,"20090201190005"
200902,01190,006,0237,111,2009,04,05,2337,48,5.30,0.00000,0.00000,41.549942,-67.516827,201816.53,131.945018,0.000000,"20090201190006"
200902,01190,007,0213,111,2009,04,03,0126,59,4.90,0.00000,0.00000,40.830430,-68.487458,133612.00,127.498021,0.000000,"20090201190007"
200902,01190,008,0295,111,2009,04,18,0825,51,5.70,0.00000,0.00000,41.381662,-67.184168,231719.42,50.210496,290.612743,"20090201190008"
200902,01200,001,0240,111,2009,04,06,0748,55,5.20,0.00000,0.00000,41.285422,-68.306553,138717.55,61.066439,208.441916,"20090201200001"
200902,01200,002,0230,111,2009,04,05,0807,57,5.20,0.00000,0.00000,41.687150,-68.322280,134011.06,58.190409,231.152374,"20090201200002"
200902,01200,004,0317,111,2009,04,20,1906,43,6.10,0.00000,0.00000,41.987698,-67.505495,202948.99,99.335167,0.000000,"20090201200004"
200902,01200,005,0234,111,2009,04,05,1659,53,5.20,0.00000,0.00000,41.816003,-67.993468,161385.01,79.137694,57.983763,"20090201200005"
200902,01210,001,0316,111,2009,04,20,1714,70,5.40,0.00000,0.00000,42.116008,-67.327238,201460.59,79.522397,54.846961,"20090201210001"
200902,01210,002,0233,111,2009,04,05,1520,60,5.20,0.00000,0.00000,41.817557,-68.045060,157110.81,61.010570,208.888652,"20090201210002"
200902,01210,003,0318,111,2009,04,20,2131,111,5.60,0.00000,0.00000,42.012430,-67.783105,180389.92,119.592208,0.000000,"20090201210003"
200902,01210,004,0314,111,2009,04,20,1211,78,5.30,0.00000,0.00000,42.102933,-66.606482,170367.99,31.964086,400.998799,"20090201210004"
200902,01220,001,0232,111,2009,04,05,1317,171,5.40,0.00000,0.00000,41.901808,-68.086938,154103.07,42.165045,344.167633,"20090201220001"
200902,01220,002,0319,111,2009,04,21,0042,186,6.20,0.00000,0.00000,42.150197,-67.550973,201517.60,123.389620,0.000000,"20090201220002"
200902,01220,003,0231,111,2009,04,05,1027,115,5.20,0.00000,0.00000,41.806668,-68.260793,139147.48,38.654325,365.214167,"20090201220003"
200902,01220,004,0315,111,2009,04,20,1450,179,6.70,0.00000,0.00000,42.188427,-66.975975,177371.66,53.469549,267.016990,"20090201220004"
200902,01230,001,0218,111,2009,04,03,1726,70,5,0.00000,0.00000,41.013678,-68.894157,94384.66,83.918938,21.239281,"20090201230001"
200902,01230,002,0242,111,2009,04,06,1215,76,5.20,0.00000,0.00000,41.187278,-68.782615,99429.24,35.496112,382.835936,"20090201230002"
200902,01230,003,0243,111,2009,04,06,1341,98,5.20,0.00000,0.00000,41.260668,-68.808782,96681.73,44.118763,331.820652,"20090201230003"
200902,01230,004,0241,111,2009,04,06,1032,74,5.20,0.00000,0.00000,41.273005,-68.687347,106827.61,37.515927,371.712593,"20090201230004"
200902,01230,005,0264,111,2009,04,09,0545,82,4.20,0.00000,0.00000,41.480845,-69.328640,55061.66,83.753265,22.386265,"20090201230005"
200902,01230,006,0224,111,2009,04,04,1142,105,4.40,0.00000,0.00000,41.987942,-69.816108,14953.01,36.061210,379.776916,"20090201230006"
200902,01230,007,0412,122,2009,05,07,1038,111,4.80,0.00000,0.00000,41.191862,-69.097347,73159.60,26.948061,423.852749,"20090201230007"
200902,01230,008,0411,111,2009,05,07,0846,82,4.70,0.00000,0.00000,41.269437,-69.268713,58128.57,43.328661,336.867058,"20090201230008"
200902,01230,009,0410,111,2009,05,07,0446,87,4.10,0.00000,0.00000,41.652100,-69.581917,29338.69,87.594264,1.904287,"20090201230009"
200902,01240,001,0219,111,2009,04,03,2153,157,5,0.00000,0.00000,41.514935,-69.118563,70310.41,126.879311,0.000000,"20090201240001"
200902,01240,002,0260,111,2009,04,08,1747,204,6.30,0.00000,0.00000,42.259218,-68.761952,107137.17,86.835147,4.515519,"20090201240002"
200902,01240,003,0229,111,2009,04,05,0431,174,6.10,0.00000,0.00000,42.049650,-68.481775,123741.73,97.826084,0.000000,"20090201240003"
200902,01240,004,0261,111,2009,04,08,2012,204,6.40,0.00000,0.00000,42.206590,-68.731827,107731.03,111.852392,0.000000,"20090201240004"
200902,01240,005,0228,111,2009,04,05,0016,133,5.10,0.00000,0.00000,42.018288,-68.820152,95574.11,131.081369,0.000000,"20090201240005"
200902,01240,006,0220,111,2009,04,04,0140,115,4.80,0.00000,0.00000,41.682022,-69.509142,35197.26,125.334192,0.000000,"20090201240006"
200902,01240,007,0259,111,2009,04,08,1416,156,5.30,0.00000,0.00000,42.185003,-69.022498,84110.57,49.167825,297.942936,"20090201240007"
200902,01240,008,0262,111,2009,04,09,0018,171,5,0.00000,0.00000,41.716337,-69.012702,76483.37,129.796439,0.000000,"20090201240008"
200902,01250,001,0267,111,2009,04,09,0955,40,4.40,0.00000,0.00000,41.455310,-69.464488,46040.26,40.841581,352.276992,"20090201250001"
200902,01250,004,0263,123,2009,04,09,0343,53,3.90,0.00000,0.00000,41.566728,-69.528095,36019.56,105.824162,0.000000,"20090201250004"
200902,01250,007,0413,111,2009,05,07,1305,55,5.90,0.00000,0.00000,41.078932,-69.294190,60299.02,31.070369,405.327587,"20090201250007"
200902,01260,001,0324,111,2009,04,21,2145,74,3.60,0.00000,0.00000,42.731093,-70.279780,27568.18,119.106083,0.000000,"20090201260001"
200902,01260,002,0331,111,2009,04,22,1505,88,3.50,0.00000,0.00000,42.396890,-70.531932,22874.75,53.268858,268.498851,"20090201260002"
200902,01260,003,0322,123,2009,04,21,1605,94,4,0.00000,0.00000,43.177055,-70.003107,40777.18,64.725767,178.754033,"20090201260003"
200902,01260,004,0323,111,2009,04,21,1927,60,4,0.00000,0.00000,42.867938,-70.186747,41097.11,100.420992,0.000000,"20090201260004"
200902,01260,005,0330,111,2009,04,22,1245,52,3.40,0.00000,0.00000,42.313922,-70.327458,28431.86,33.085602,395.412607,"20090201260005"
200902,01260,008,0401,134,2009,05,06,0144,70,3.80,0.00000,0.00000,42.564615,-70.235610,31896.76,114.076292,0.000000,"20090201260008"
200902,01270,001,0327,111,2009,04,22,0425,184,5.30,0.00000,0.00000,42.701742,-69.998933,49658.64,94.692847,0.000000,"20090201270001"
200902,01270,002,0225,111,2009,04,04,1443,152,0,0.00000,0.00000,42.156103,-69.801362,24489.05,53.913146,263.728578,"20090201270002"
200902,01270,003,0329,111,2009,04,22,0928,182,5.50,0.00000,0.00000,42.350345,-70.021772,32044.94,41.214093,350.015622,"20090201270003"
200902,01270,004,0254,111,2009,04,07,2248,135,4.20,0.00000,0.00000,42.184617,-69.998713,15860.08,129.073463,0.000000,"20090201270004"
200902,01270,005,0328,111,2009,04,22,0627,140,4.20,0.00000,0.00000,42.594458,-70.030575,47455.43,72.825225,110.902922,"20090201270005"
200902,01270,006,0400,111,2009,05,05,2202,186,4,0.00000,0.00000,43.027970,-70.156175,39968.63,116.532653,0.000000,"20090201270006"
200902,01270,007,0399,111,2009,05,05,1919,138,4,0.00000,0.00000,43.229558,-70.135063,28853.29,96.056220,0.000000,"20090201270007"
200902,01280,001,0342,111,2009,04,28,1446,242,7,0.00000,0.00000,42.684055,-69.491002,85026.96,49.603752,294.891615,"20090201280001"
200902,01280,002,0345,111,2009,04,29,0010,203,6.90,0.00000,0.00000,42.647638,-68.624530,135477.96,122.177356,0.000000,"20090201280002"
200902,01280,003,0257,111,2009,04,08,0830,215,6.90,0.00000,0.00000,42.551883,-69.145797,94128.09,54.246383,261.246659,"20090201280003"
200902,01280,004,0227,111,2009,04,04,2041,213,6.30,0.00000,0.00000,41.927627,-69.189632,63634.58,117.119822,0.000000,"20090201280004"
200902,01280,005,0256,111,2009,04,08,0557,242,7.10,0.00000,0.00000,42.395243,-69.356445,69782.90,81.783907,36.898405,"20090201280005"
200902,01280,006,0258,111,2009,04,08,1123,224,7,0.00000,0.00000,42.420260,-69.128810,86961.78,35.153382,384.670932,"20090201280006"
200902,01280,007,0226,111,2009,04,04,1719,216,6.90,0.00000,0.00000,42.019375,-69.542347,37575.96,81.901585,35.994749,"20090201280007"
200902,01290,001,0311,111,2009,04,20,0421,242,6.80,0.00000,0.00000,42.381433,-66.285253,131595.02,93.479122,0.000000,"20090201290001"
200902,01290,002,0320,111,2009,04,21,0338,265,7,0.00000,0.00000,42.475163,-67.582835,184342.66,101.313935,0.000000,"20090201290002"
200902,01290,004,0313,111,2009,04,20,1009,271,7,0.00000,0.00000,42.308755,-66.528883,146979.78,34.783584,386.633565,"20090201290004"
200902,01290,006,0309,111,2009,04,19,2251,226,7.10,0.00000,0.00000,42.195213,-65.786350,142467.59,125.786493,0.000000,"20090201290006"
200902,01290,007,0349,111,2009,04,29,1429,286,6.90,0.00000,0.00000,42.307772,-67.212358,179183.65,47.919345,306.573812,"20090201290007"
200902,01290,008,0310,111,2009,04,20,0141,239,6.90,0.00000,0.00000,42.191535,-66.066358,147110.57,117.619450,0.000000,"20090201290008"
200902,01290,009,0352,111,2009,04,29,2315,217,7.10,0.00000,0.00000,42.727825,-67.300972,148003.85,122.409006,0.000000,"20090201290009"
200902,01290,010,0346,111,2009,04,29,0333,191,6.40,0.00000,0.00000,42.544323,-68.272873,156273.34,100.355762,0.000000,"20090201290010"
200902,01290,011,0347,136,2009,04,29,0735,197,7,0.00000,0.00000,42.563182,-67.658892,181507.92,56.927958,240.924695,"20090201290011"
200902,01300,001,0350,111,2009,04,29,1827,301,6.90,0.00000,0.00000,42.520395,-66.933078,146245.60,91.061072,0.000000,"20090201300001"
200902,01300,002,0348,111,2009,04,29,1144,291,6.70,0.00000,0.00000,42.329438,-67.245837,179297.40,27.936153,419.631320,"20090201300002"
200902,01300,003,0351,111,2009,04,29,2047,328,6.90,0.00000,0.00000,42.513458,-67.113962,157119.38,112.103798,0.000000,"20090201300003"
200902,01340,001,0367,111,2009,05,02,0302,150,6.20,0.00000,0.00000,44.030427,-67.171478,64385.07,102.784961,0.000000,"20090201340001"
200902,01340,002,0363,111,2009,05,01,0637,132,5.40,0.00000,0.00000,43.690878,-66.864905,59642.20,66.541596,163.746869,"20090201340002"
200902,01340,003,0360,111,2009,04,30,2302,109,5.30,0.00000,0.00000,43.379010,-66.639122,58943.55,121.305972,0.000000,"20090201340003"
200902,01340,004,0359,111,2009,04,30,1913,186,6.50,0.00000,0.00000,42.952673,-66.889777,107188.39,98.320951,0.000000,"20090201340004"
200902,01340,005,0361,111,2009,05,01,0100,103,4.90,0.00000,0.00000,43.459128,-66.588742,50414.08,117.382337,0.000000,"20090201340005"
200902,01340,006,0362,111,2009,05,01,0402,132,5.10,0.00000,0.00000,43.681822,-66.640652,42403.36,93.597224,0.000000,"20090201340006"
200902,01340,007,0368,111,2009,05,02,0458,214,7.10,0.00000,0.00000,43.941317,-67.298835,69229.31,84.253789,18.966697,"20090201340007"
200902,01351,001,0365,111,2009,05,01,2054,181,5.40,0.00000,0.00000,44.314613,-66.847610,31858.27,111.182636,0.000000,"20090201351001"
200902,01351,002,0374,111,2009,05,02,1831,180,4.90,0.00000,0.00000,44.347298,-67.220523,33028.13,90.274368,0.000000,"20090201351002"
200902,01351,003,0366,111,2009,05,02,0010,136,5.80,0.00000,0.00000,44.187880,-67.182057,49465.05,119.542690,0.000000,"20090201351003"
200902,01351,004,0364,111,2009,05,01,1802,132,4.40,0.00000,0.00000,44.387675,-67.016772,25165.93,85.723727,9.913435,"20090201351004"
200902,01360,001,0383,111,2009,05,03,1936,238,7.10,0.00000,0.00000,43.644013,-67.911157,72582.24,100.246262,0.000000,"20090201360001"
200902,01360,002,0370,111,2009,05,02,0916,225,7.10,0.00000,0.00000,43.813420,-67.551042,70729.69,39.659179,359.343586,"20090201360002"
200902,01360,003,0369,111,2009,05,02,0728,221,7.10,0.00000,0.00000,43.805492,-67.509757,72887.78,57.626886,235.530006,"20090201360003"
200902,01360,005,0371,111,2009,05,02,1151,199,7.10,0.00000,0.00000,43.904997,-67.635895,58742.31,28.779320,415.919057,"20090201360005"
200902,01360,006,0382,111,2009,05,03,1743,169,6.70,0.00000,0.00000,43.724255,-68.017160,60946.50,81.552652,38.684808,"20090201360006"
